Column Name,Inconsistent Data Types Across Files,Data Types by File
aca07_total_no_of_persons_under_trial_during_the_year,False,{'Anti_corruption_arrests.csv': 'float64'}
aca08_no_of_persons_whose_cases_were_withdrawn_or_otherwise_disposed_off_during_the_year,False,{'Anti_corruption_arrests.csv': 'float64'}
aca09_no_of_persons_in_custody_or_on_bail_during_the_stage_of_trial_at_the_end_of_the_year,False,{'Anti_corruption_arrests.csv': 'float64'}
aca10_no_of_persons_in_whose_cases_trials_were_completed_during_the_year,False,{'Anti_corruption_arrests.csv': 'float64'}
aca11_no_of_persons_convicted_during_the_year,False,{'Anti_corruption_arrests.csv': 'float64'}
aca12_no_of_persons_acquitted_during_the_year,False,{'Anti_corruption_arrests.csv': 'float64'}
aca13_percentage_of_persons_convicted_to_total_persons_in_whose_cases_trials_were_completed_during_the_year,False,{'Anti_corruption_arrests.csv': 'float64'}
aca14_no_of_persons_involved_in_the_cases_reported_for_regular_departmental_action_during_the_year,False,{'Anti_corruption_arrests.csv': 'float64'}
aca15_no_of_persons_involved_in_the_cases_reported_for_suitable_action_during_the_year,False,{'Anti_corruption_arrests.csv': 'float64'}
aca16_no_of_persons_punished_departmentally_during_the_year:,False,{'Anti_corruption_arrests.csv': 'float64'}
aca161_no_of_persons_dismissed_from_service_during_the_year,False,{'Anti_corruption_arrests.csv': 'float64'}
aca162_no_of_persons_removed_from_service_during_the_year,False,{'Anti_corruption_arrests.csv': 'float64'}
aca163_no_of_persons_awarded_other_major_punishments_during_the_year,False,{'Anti_corruption_arrests.csv': 'float64'}
aca164_no_of_persons_awarded_minor_punishments_during_the_year,False,{'Anti_corruption_arrests.csv': 'float64'}
aca171_no_of_group_`a'_officers_out_of_above,False,{'Anti_corruption_arrests.csv': 'float64'}
aca172_no_of_group_`b'_officers_out_of_above,False,{'Anti_corruption_arrests.csv': 'float64'}
aca19_no_of_private_persons_involved_during_the_year,False,{'Anti_corruption_arrests.csv': 'float64'}
district,False,"{'District_wise_crimes_committed_against_women_2013.csv': 'object', 'District_wise_crimes_committed_against_SC_2001_2012.csv': 'object', 'District_wise_crimes_committed_against_women_2014.csv': 'object', 'District_wise_crimes_committed_IPC_2014.csv': 'object', 'District_wise_crimes_committed_against_SC_2013.csv': 'object', 'District_wise_crimes_committed_against_SC_2014.csv': 'object', 'District_wise_crimes_committed_IPC_2013.csv': 'object', 'District_wise_crimes_committed_against_children_2013.csv': 'object', 'District_wise_crimes_committed_against_children_2001_2012.csv': 'object', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'object', 'District_wise_crimes_committed_against_ST_2013.csv': 'object', 'District_wise_crimes_committed_against_ST_2001_2012.csv': 'object', 'District_wise_crimes_committed_against_ST_2014.csv': 'object', 'District_wise_crimes_committed_against_women_2001_2012.csv': 'object'}"
rape,True,"{'District_wise_crimes_committed_against_women_2013.csv': 'int64', 'District_wise_crimes_committed_against_SC_2001_2012.csv': 'int64', 'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64', 'District_wise_crimes_committed_against_SC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_against_children_2013.csv': 'int64', 'District_wise_crimes_committed_against_children_2001_2012.csv': 'float64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64', 'District_wise_crimes_committed_against_ST_2013.csv': 'int64', 'District_wise_crimes_committed_against_ST_2001_2012.csv': 'int64', 'District_wise_crimes_committed_against_women_2001_2012.csv': 'int64'}"
kidnapping_and_abduction,True,"{'District_wise_crimes_committed_against_women_2013.csv': 'int64', 'District_wise_crimes_committed_against_SC_2001_2012.csv': 'int64', 'District_wise_crimes_committed_against_SC_2013.csv': 'int64', 'District_wise_crimes_committed_against_children_2013.csv': 'int64', 'District_wise_crimes_committed_against_children_2001_2012.csv': 'float64', 'District_wise_crimes_committed_against_women_2001_2012.csv': 'int64'}"
dowry_deaths,False,"{'District_wise_crimes_committed_against_women_2013.csv': 'int64', 'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64', 'District_wise_crimes_committed_against_women_2001_2012.csv': 'int64'}"
assault_on_women_with_intent_to_outrage_her_modesty,False,"{'District_wise_crimes_committed_against_women_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64', 'District_wise_crimes_committed_against_women_2001_2012.csv': 'int64'}"
insult_to_modesty_of_women,False,"{'District_wise_crimes_committed_against_women_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64', 'District_wise_crimes_committed_against_women_2001_2012.csv': 'int64'}"
cruelty_by_husband_or_his_relatives,False,"{'District_wise_crimes_committed_against_women_2013.csv': 'int64', 'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64', 'District_wise_crimes_committed_against_women_2001_2012.csv': 'int64'}"
importation_of_girls,False,"{'District_wise_crimes_committed_against_women_2013.csv': 'int64', 'District_wise_crimes_committed_against_women_2001_2012.csv': 'int64'}"
18_and_above_and_below_30_years_male,False,"{'Persons_arrested_by_sex_and_age_group_SLL_2014.csv': 'int64', 'Persons_arrested_by_sex_and_age_group_IPC_2014.csv': 'int64'}"
18_and_above_and_below_30_years_female,False,"{'Persons_arrested_by_sex_and_age_group_SLL_2014.csv': 'int64', 'Persons_arrested_by_sex_and_age_group_IPC_2014.csv': 'int64'}"
18_and_above_and_below_30_years_total,False,"{'Persons_arrested_by_sex_and_age_group_SLL_2014.csv': 'int64', 'Persons_arrested_by_sex_and_age_group_IPC_2014.csv': 'int64'}"
30_and_above_and_below_45_years_male,False,"{'Persons_arrested_by_sex_and_age_group_SLL_2014.csv': 'int64', 'Persons_arrested_by_sex_and_age_group_IPC_2014.csv': 'int64'}"
30_and_above_and_below_45_years_female,False,"{'Persons_arrested_by_sex_and_age_group_SLL_2014.csv': 'int64', 'Persons_arrested_by_sex_and_age_group_IPC_2014.csv': 'int64'}"
30_and_above_and_below_45_years_total,False,"{'Persons_arrested_by_sex_and_age_group_SLL_2014.csv': 'int64', 'Persons_arrested_by_sex_and_age_group_IPC_2014.csv': 'int64'}"
45_and_above_and_below_60_years_male,False,"{'Persons_arrested_by_sex_and_age_group_SLL_2014.csv': 'int64', 'Persons_arrested_by_sex_and_age_group_IPC_2014.csv': 'int64'}"
45_and_above_and_below_60_years_female,False,"{'Persons_arrested_by_sex_and_age_group_SLL_2014.csv': 'int64', 'Persons_arrested_by_sex_and_age_group_IPC_2014.csv': 'int64'}"
45_and_above_and_below_60_years_total,False,"{'Persons_arrested_by_sex_and_age_group_SLL_2014.csv': 'int64', 'Persons_arrested_by_sex_and_age_group_IPC_2014.csv': 'int64'}"
60_years_and_above_male,False,"{'Persons_arrested_by_sex_and_age_group_SLL_2014.csv': 'int64', 'Persons_arrested_by_sex_and_age_group_IPC_2014.csv': 'int64'}"
60_years_and_above_female,False,"{'Persons_arrested_by_sex_and_age_group_SLL_2014.csv': 'int64', 'Persons_arrested_by_sex_and_age_group_IPC_2014.csv': 'int64'}"
60_years_and_above_total,False,"{'Persons_arrested_by_sex_and_age_group_SLL_2014.csv': 'int64', 'Persons_arrested_by_sex_and_age_group_IPC_2014.csv': 'int64'}"
total_male,False,"{'Persons_arrested_by_sex_and_age_group_SLL_2014.csv': 'int64', 'Persons_arrested_by_sex_and_age_group_IPC_2014.csv': 'int64'}"
total_female,False,"{'Persons_arrested_by_sex_and_age_group_SLL_2014.csv': 'int64', 'Persons_arrested_by_sex_and_age_group_IPC_2014.csv': 'int64'}"
total_persons_arrested_by_age_and_sex,False,"{'Persons_arrested_by_sex_and_age_group_SLL_2014.csv': 'int64', 'Persons_arrested_by_sex_and_age_group_IPC_2014.csv': 'int64'}"
murder,True,"{'District_wise_crimes_committed_against_SC_2001_2012.csv': 'int64', 'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64', 'District_wise_crimes_committed_against_SC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_against_children_2001_2012.csv': 'float64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64', 'District_wise_crimes_committed_against_ST_2013.csv': 'int64', 'District_wise_crimes_committed_against_ST_2001_2012.csv': 'int64'}"
dacoity,False,"{'District_wise_crimes_committed_against_SC_2001_2012.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64', 'District_wise_crimes_committed_against_SC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64', 'District_wise_crimes_committed_against_ST_2013.csv': 'int64', 'District_wise_crimes_committed_against_ST_2001_2012.csv': 'int64'}"
robbery,False,"{'District_wise_crimes_committed_against_SC_2001_2012.csv': 'int64', 'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64', 'District_wise_crimes_committed_against_SC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64', 'District_wise_crimes_committed_against_ST_2013.csv': 'int64', 'District_wise_crimes_committed_against_ST_2001_2012.csv': 'int64'}"
arson,False,"{'District_wise_crimes_committed_against_SC_2001_2012.csv': 'int64', 'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64', 'District_wise_crimes_committed_against_SC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64', 'District_wise_crimes_committed_against_ST_2013.csv': 'int64', 'District_wise_crimes_committed_against_ST_2001_2012.csv': 'int64'}"
hurt,False,"{'District_wise_crimes_committed_against_SC_2001_2012.csv': 'int64', 'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64', 'District_wise_crimes_committed_against_SC_2013.csv': 'int64', 'District_wise_crimes_committed_against_ST_2013.csv': 'int64', 'District_wise_crimes_committed_against_ST_2001_2012.csv': 'int64'}"
prevention_of_atrocities_(poa)_act,False,"{'District_wise_crimes_committed_against_SC_2001_2012.csv': 'int64', 'District_wise_crimes_committed_against_SC_2013.csv': 'int64', 'District_wise_crimes_committed_against_ST_2013.csv': 'int64', 'District_wise_crimes_committed_against_ST_2001_2012.csv': 'int64'}"
protection_of_civil_rights_(pcr)_act,False,"{'District_wise_crimes_committed_against_SC_2001_2012.csv': 'int64', 'District_wise_crimes_committed_against_SC_2013.csv': 'int64', 'District_wise_crimes_committed_against_ST_2013.csv': 'int64', 'District_wise_crimes_committed_against_ST_2001_2012.csv': 'int64'}"
other_crimes_against_scs,False,"{'District_wise_crimes_committed_against_SC_2001_2012.csv': 'int64', 'District_wise_crimes_committed_against_SC_2013.csv': 'int64'}"
age_18_25_yrs,False,"{'Police_natural_death_and_suicide.csv': 'int64', 'Age_profile_of_police_personnel_killed_on_duty.csv': 'int64'}"
age_25_35_yrs,False,"{'Police_natural_death_and_suicide.csv': 'int64', 'Age_profile_of_police_personnel_killed_on_duty.csv': 'int64'}"
age_35_45_yrs,False,"{'Police_natural_death_and_suicide.csv': 'int64', 'Age_profile_of_police_personnel_killed_on_duty.csv': 'int64'}"
age_45_55_yrs,False,"{'Police_natural_death_and_suicide.csv': 'int64', 'Age_profile_of_police_personnel_killed_on_duty.csv': 'int64'}"
age_above_55_yrs,False,"{'Police_natural_death_and_suicide.csv': 'int64', 'Age_profile_of_police_personnel_killed_on_duty.csv': 'int64'}"
age_total,False,"{'Police_natural_death_and_suicide.csv': 'int64', 'Age_profile_of_police_personnel_killed_on_duty.csv': 'int64'}"
hg_lower_subordinates_actual_strength,False,{'Home_guards_and_auxilliary_force.csv': 'float64'}
hg_lower_subordinates_sanctioned_strength,False,{'Home_guards_and_auxilliary_force.csv': 'float64'}
hg_officers_actual_strength,False,{'Home_guards_and_auxilliary_force.csv': 'float64'}
hg_officers_sanctioned_strength,False,{'Home_guards_and_auxilliary_force.csv': 'float64'}
hg_upper_subordinates_actual_strength,False,{'Home_guards_and_auxilliary_force.csv': 'float64'}
hg_upper_subordinates_sanctioned_strength,False,{'Home_guards_and_auxilliary_force.csv': 'float64'}
residential_premises_-_dacoity,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
residential_premises_-_robbery,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
residential_premises_-_burglary,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
residential_premises_-_theft,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
highways_-_dacoity,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
highways_-_robbery,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
highways_-_burglary,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
highways_-_theft,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
river_and_sea_-_dacoity,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
river_and_sea_-_robbery,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
river_and_sea_-_burglary,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
river_and_sea_-_theft,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
railways_-_dacoity,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
railways_-_robbery,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
railways_-_burglary,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
railways_-_theft,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
banks_-_dacoity,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
banks_-_robbery,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
banks_-_burglary,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
banks_-_theft,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
commercial_establishments_-_dacoity,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
commercial_establishments_-_robbery,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
commercial_establishments_-_burglary,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
commercial_establishments_-_theft,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
other_places_-_dacoity,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
other_places_-_robbery,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
other_places_-_burglary,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
other_places_-_theft,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
total_-_dacoity,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
total_-_robbery,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
total_-_burglary,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
total_-_theft,False,"{'Crime_by_place_of_occurrence_2001_2012.csv': 'int64', 'Crime_by_place_of_occurrence_2013.csv': 'int64'}"
custodial_rape,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64'}"
custodial_gang_rape,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64'}"
custodial_other_rape,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64'}"
rape_other_than_custodial,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64'}"
rape_gang_rape,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64'}"
rape_others,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64'}"
attempt_to_commit_rape,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64'}"
kidnapping_&_abduction_total,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64'}"
kidnaping_&_abduction,False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
kidnaping_&_abduction_in_order_to_murder,False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
kidnapping_for_ransom,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64'}"
kidnapping_&_abduction_of_women_to_compel_her_for_marriage,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64'}"
kidnaping_&_abduction_others,False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
assault_on_women_with_intent_to_outrage_her_modesty_total,False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
sexual_harassment,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64'}"
assault_on_women_with_intent_to_disrobe,False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
voyeurism,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64'}"
stalking,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64'}"
others,False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
insult_to_the_modesty_of_women_total,False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
at_office_premises,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64'}"
in_places_related_to_work,False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
in_public_transport_system,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64'}"
in_other_places,False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
importation_of_girls_from_foreign_country,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64'}"
attempt_to_commit_murder,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64'}"
culpable_homicide_not_amounting_to_murder,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64'}"
attempt_to_commit_culpable_homicide,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64'}"
grievous_hurt,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64'}"
acid_attack,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64'}"
attempt_to_acid_attack,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64'}"
deaths_caused_with_intent_to_cause_miscarriage,False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
causing_miscarriage_without_consent_of_women,False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
dacoity_total,False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
dacoity_with_murder,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64'}"
other_dacoity,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64'}"
humantrafficking,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64'}"
abetment_of_suicides_of_women,False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
unnatural_offences,False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
other_ipc_crimes,False,"{'District_wise_crimes_committed_against_women_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2014.csv': 'int64', 'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64'}"
"dowry_prohibition_act,_1961",False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
"indecent_representation_of_women_(p)_act,_1986",False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
"commission_of_sati_prevention_act,_1987",False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
"protection_of_women_from_domestic_violence_act,_2005",False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
immoral_traffic_prevention_act,False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
itp_under_section_5,False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
itp_under_section_6,False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
itp_under_section_7,False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
itp_under_section_8,False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
itp_under_other_sections,False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
other_sll_crimes_against_women,False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
total_crimes_against_women,False,{'District_wise_crimes_committed_against_women_2014.csv': 'int64'}
pt_1_3_years,False,{'Period_of_trials_by_courts.csv': 'float64'}
pt_3_5_years,False,{'Period_of_trials_by_courts.csv': 'float64'}
pt_5_10_years,False,{'Period_of_trials_by_courts.csv': 'float64'}
pt_6_12_months,False,{'Period_of_trials_by_courts.csv': 'float64'}
pt_less_than_6_months,False,{'Period_of_trials_by_courts.csv': 'float64'}
pt_over_10_years,False,{'Period_of_trials_by_courts.csv': 'float64'}
pt_total,False,{'Period_of_trials_by_courts.csv': 'float64'}
police_injured_by_criminals,False,{'Police_killed_or_injured_on_duty.csv': 'int64'}
police_injured_by_riotous_mobs,False,{'Police_killed_or_injured_on_duty.csv': 'int64'}
police_injured_in_accidents,False,{'Police_killed_or_injured_on_duty.csv': 'int64'}
police_injured_in_dacoity_operationsother_raids,False,{'Police_killed_or_injured_on_duty.csv': 'int64'}
police_injured_in_terroristsextremists_operations,False,{'Police_killed_or_injured_on_duty.csv': 'int64'}
police_injured_on_border_duties,False,{'Police_killed_or_injured_on_duty.csv': 'int64'}
police_injured_total_policemen,False,{'Police_killed_or_injured_on_duty.csv': 'int64'}
police_killed_by_criminals,False,{'Police_killed_or_injured_on_duty.csv': 'int64'}
police_killed_by_riotous_mobs,False,{'Police_killed_or_injured_on_duty.csv': 'int64'}
police_killed_in_accidents,False,{'Police_killed_or_injured_on_duty.csv': 'int64'}
police_killed_in_dacoity_operationsother_raids,False,{'Police_killed_or_injured_on_duty.csv': 'int64'}
police_killed_in_terroristsextremists_operations,False,{'Police_killed_or_injured_on_duty.csv': 'int64'}
police_killed_on_border_duties,False,{'Police_killed_or_injured_on_duty.csv': 'int64'}
police_killed_total_policemen,False,{'Police_killed_or_injured_on_duty.csv': 'int64'}
unidentified_dead_bodies_recovered_inquest_conducted,False,{'Unidentified_dead_bodies_recovered_and_inquest_conducted.csv': 'int64'}
loss_of_property_1_10_crores,False,{'Serious_fraud.csv': 'float64'}
loss_of_property_10_25_crores,False,{'Serious_fraud.csv': 'float64'}
loss_of_property_25_50_crores,False,{'Serious_fraud.csv': 'float64'}
loss_of_property_50_100_crores,False,{'Serious_fraud.csv': 'float64'}
loss_of_property_above_100_crores,False,{'Serious_fraud.csv': 'float64'}
place_of_occurrence,False,"{'Case_reported_and_value_of_property_taken_away_by_place_of_occurrence_2013.csv': 'object', 'Case_reported_and_value_of_property_taken_away_by_place_of_occurrence_2001_2012.csv': 'object'}"
dacoity_(section_395-398_ipc)_-_number_of_cases_registered,False,"{'Case_reported_and_value_of_property_taken_away_by_place_of_occurrence_2013.csv': 'int64', 'Case_reported_and_value_of_property_taken_away_by_place_of_occurrence_2001_2012.csv': 'int64'}"
dacoity_(section_395-398_ipc)_-_value_of_property_stolen_(in_rupees),False,"{'Case_reported_and_value_of_property_taken_away_by_place_of_occurrence_2013.csv': 'int64', 'Case_reported_and_value_of_property_taken_away_by_place_of_occurrence_2001_2012.csv': 'int64'}"
"robbery(section_392-394,_397,_398_ipc)_-_number_of_cases_registered",False,"{'Case_reported_and_value_of_property_taken_away_by_place_of_occurrence_2013.csv': 'int64', 'Case_reported_and_value_of_property_taken_away_by_place_of_occurrence_2001_2012.csv': 'int64'}"
"robbery(section_392-394,_397,_398_ipc)_-_value_of_property_stolen_(in_rupees)",False,"{'Case_reported_and_value_of_property_taken_away_by_place_of_occurrence_2013.csv': 'int64', 'Case_reported_and_value_of_property_taken_away_by_place_of_occurrence_2001_2012.csv': 'int64'}"
